age,Mspline,Sspline,Lspline
3,-0.119775593865382,0.1843073616847,0
3.25,-0.1139554544184,0.17116098058633,0
3.5,-0.108403307519874,0.158994969122666,0
3.75,-0.103089676234827,0.147679297290021,0
4,-0.0980349021975346,0.137110565700925,0
4.25,-0.0934008373111599,0.127211229311861,0
4.5,-0.0893237419790456,0.117916644462418,0
4.75,-0.0858706329859622,0.109172031397782,0
5,-0.0830177796470544,0.100933824779796,0
5.25,-0.0807253623406794,0.0931638531266676,0
5.5,-0.0789541474518316,0.0858276468014809,0
5.75,-0.077625596286536,0.0788945262031109,0
6,-0.0766296825980533,0.0723371534871253,0
6.25,-0.0758756117124548,0.0661306092028831,0
6.5,-0.0752902081058124,0.0602521240851153,0
6.75,-0.0748328883454157,0.054680771283806,0
7,-0.0745142022804508,0.0493971646388798,0
7.25,-0.074347805997748,0.0443835194517774,0
7.5,-0.0743435024959069,0.0396235240846257,0
7.75,-0.0745080434017193,0.0351021908713691,0
8,-0.0748233239884701,0.0308055173429271,0
8.25,-0.0751915995616947,0.0267198717156387,0
8.5,-0.0755128299969154,0.0228325833044933,0
8.75,-0.0757038895672366,0.0191320246061752,0
9,-0.0756958289885663,0.0156075016851434,0
9.25,-0.0754316145655345,0.0122491588333129,0
9.5,-0.0748604138626678,0.00904774860461988,0
9.75,-0.0739168447267158,0.00599382669343917,0
10,-0.0725378052097039,0.00307837840605663,0
10.25,-0.0706710536665049,2.93130053671486e-4,0
10.5,-0.0682736363186631,-0.00236952686409531,0
10.75,-0.0653105364859261,-0.0049166028918215,0
11,-0.0617535286375279,-0.00735456970577353,0
11.25,-0.0575814152781806,-0.0096894094516129,0
11.5,-0.0528128652095585,-0.0119265844055301,0
11.75,-0.0475051350959355,-0.0140710790845948,0
12,-0.0417122759191546,-0.0161275299676542,0
12.25,-0.0354833521955484,-0.018100260682723,0
12.5,-0.028862957943975,-0.0199933086976878,0
12.75,-0.0218916718588886,-0.0218104492668982,0
