age,Mspline,Sspline,Lspline
3,-0.0349395382224532,0.0175512398712501,0
3.25,-0.0339256173166178,0.0221529002850649,0
3.5,-0.0330647067082194,0.0263779442646044,0
3.75,-0.0323747789489248,0.0302250157363901,0
4,-0.0318653470914073,0.0336651181699734,0
4.25,-0.031538989915971,0.0366507897341402,0
4.5,-0.0313799075681958,0.0391356858767455,0
4.75,-0.0313720239589279,0.0411080463365008,0
5,-0.0314923210979947,0.0425963218510028,0
5.25,-0.031687495587411,0.0436620552867879,0
5.5,-0.0318923786708425,0.0443815053841878,0
5.75,-0.032050965200906,0.0448144463615106,0
6,-0.0321173656266859,0.0450127295446885,0
6.25,-0.0320665477206402,0.0450229597922784,0
6.5,-0.03189394418613,0.0448829859140063,0
6.75,-0.031598629148309,0.0446265108275852,0
7,-0.0311757463718638,0.0442718690161663,0
7.25,-0.0306289900630562,0.0438195949602918,0
7.5,-0.0299746710466863,0.0432573011212365,0
7.75,-0.0292351736627323,0.0425698234821943,0
8,-0.0284357286130427,0.0417411047756002,0
8.25,-0.027599974112646,0.0407521184189821,0
8.5,-0.026746036229839,0.0395829857801688,0
8.75,-0.0258822229929456,0.0382334671773736,0
9,-0.0249789453512794,0.0367516845832716,0
9.25,-0.0239897889305895,0.0352075797845646,0
9.5,-0.0228753575264423,0.0336680128024289,0
9.75,-0.0216090778382311,0.0321856166224816,0
10,-0.020173925379055,0.0307982718750051,0
10.25,-0.0185599999092522,0.02953143861532,0
10.5,-0.0167647094716288,0.0283989483187455,0
10.75,-0.0147906506462385,0.0274076630778768,0
11,-0.0126454587560348,0.026562317641165602,0
11.25,-0.0103421142457256,0.0258630048886204,0
11.5,-0.00789956202166398,0.0253033623405594,0
11.75,-0.00534125602729496,0.0248741782955406,0
12,-0.00269176984175212,0.0245638150329159,0
12.25,2.39391845897607e-5,0.0243592567973479,0
12.5,0.00277997166915456,0.0242437162393232,0
12.75,0.00555085077784312,0.0241983903242513,0
13,0.00831192160316374,0.0242046435467405,0
13.25,0.0110408785239026,0.0242452364640005,0
13.5,0.0137177825782422,0.0243048841416185,0
13.75,0.0163251511999666,0.0243709199867803,0
14,0.0188472921285038,0.0244321784728934,0
14.25,0.0212696002702463,0.0244768933527668,0
14.5,0.0235791356516499,0.0244932439086747,0
14.75,0.0257657069721992,0.0244711533373754,0
15,0.0278215108712135,0.0244019002273901,0
15.25,0.0297409639148692,0.0242784153995337,0
15.5,0.0315203655429434,0.0240950702601106,0
15.75,0.0331581492940307,0.0238477462960747,0
16,0.0346541657097297,0.0235339425354453,0
16.25,0.0360095087082769,0.023152923676109,0
16.5,0.0372274976859808,0.0227052259814156,0
16.75,0.0383128724934558,0.0221916063295762,0
17,0.0392708830638204,0.0216128040303225,0
17.25,0.0401068272780259,0.0209697516950555,0
17.5,0.0408263212589962,0.0202639370807045,0
17.75,0.0414353238143819,0.0194972864990777,0
18,0.041939718443381,0.0186718575799958,0
18.25,0.0423453536431471,0.0177899092810492,0
18.5,0.0426586410233752,0.0168549923345238,0
18.75,0.0428860155259652,0.0158708637947491,0
19,0.0430337262996406,0.0148408773559856,0
19.25,0.043107696787014,0.0137683743118679,0
19.5,0.0431133680402161,0.0126574160786679,0
19.75,0.0430557348036578,0.0115120167595606,0
