age,Mspline,Sspline,Lspline
3,-0.061331402099551,0.0805262365196371,0
3.25,-0.0586948002975073,0.077631526757501,0
3.5,-0.056294710465958,0.0749307349213741,0
3.75,-0.0541363530130685,0.0723813027001379,0
4,-0.0522382312422066,0.0699457042251721,0
4.25,-0.050617498604458,0.0675897263245546,0
4.5,-0.0492826721218546,0.0652832879870546,0
4.75,-0.0482192052912827,0.0630054181611461,0
5,-0.0473774806341608,0.0607456874160568,0
5.25,-0.0466881891206206,0.0584969744084018,0
5.5,-0.0460766100179499,0.0562597900870454,0
5.75,-0.0454655077592977,0.0540394376888536,0
6,-0.0447843544751493,0.051845822960213,0
6.25,-0.0439712705287318,0.0496920783831487,0
6.5,-0.0429858841512765,0.0475896777730163,0
6.75,-0.0418147837788192,0.045544128132704,0
7,-0.0404638343317213,0.0435555177638864,0
7.25,-0.0389494620777112,0.0416186839777399,0
7.5,-0.0372950779363909,0.0397266911888003,0
7.75,-0.0355244810998145,0.0378723119812494,0
8,-0.0336617095088293,0.0360470203899927,0
8.25,-0.0317247109325899,0.0342434414851027,0
8.5,-0.0297290108397815,0.0324566882514059,0
8.75,-0.0276871477513757,0.0306827778021677,0
9,-0.0255863435675605,0.0289268813034149,0
9.25,-0.0234065576599949,0.0271991701591476,0
9.5,-0.0211361404087976,0.0255081157664008,0
9.75,-0.0187676292806646,0.0238608169886056,0
10,-0.0162957401492666,0.0222628358650012,0
10.25,-0.0137227356907568,0.0207167712762022,0
10.5,-0.0110597547738274,0.0192230170724321,0
10.75,-0.00832224491721989,0.0177802849714532,0
11,-0.0055274628151688,0.0163863208597581,0
11.25,-0.00269511709547909,0.0150390254874919,0
11.5,1.52507123005075e-4,0.0137355439317708,0
11.75,0.00299342523334634,0.0124733566302275,0
12,0.00580654982057749,0.011249675664053,0
12.25,0.00857182583263139,0.0100616731683489,0
12.5,0.0112699196143689,0.00890617269339034,0
12.75,0.0138831329423642,0.00778063018916209,0
13,0.0163968415648733,0.00668323959043926,0
