age,Mspline,Sspline,Lspline
3,-0.209550778338871,0.313300389258798,0
3.25,-0.20066643442587,0.288280447600258,0
3.5,-0.192467480076727,0.265145552138196,0
3.75,-0.184888211855235,0.243660410634888,0
4,-0.177913212908575,0.223661207790271,0
4.25,-0.171527454171208,0.205011665722816,0
4.5,-0.165697532668247,0.187599579045413,0
4.75,-0.160365599286685,0.171342117402967,0
5,-0.155478633948665,0.156163622026543,0
5.25,-0.150984712910118,0.141994265504649,0
5.5,-0.146786642641022,0.128779428989025,0
5.75,-0.142781891216723,0.116471401424388,0
6,-0.138890127290006,0.105023469004293,0
6.25,-0.135048489705756,0.0943904619200011,0
6.5,-0.131208076166176,0.0845288513234088,0
6.75,-0.127330865000619,0.0753970952074869,0
7,-0.123387223173243,0.0669559424278985,0
7.25,-0.119354181590925,0.0591684182836527,0
7.5,-0.115213076052408,0.0519993367594651,0
7.75,-0.110937745924607,0.0454107212174062,0
8,-0.106500167806546,0.0393644031402225,0
8.25,-0.101878325348938,0.0338254765789436,0
8.5,-0.0970552461479368,0.0287620039736893,0
8.75,-0.0920180863837512,0.0241446994357783,0
9,-0.0867585002785596,0.019945763158383,0
9.25,-0.0812831616099103,0.0161297524924926,0
9.5,-0.0756066014213932,0.0126586917271077,0
9.75,-0.0697423498933301,0.00949863217695457,0
10,-0.063702899454892,0.00661924718171569,0
10.25,-0.0574998010983983,0.00399338629473212,0
10.5,-0.0511437501668723,0.00159669240521021,0
10.75,-0.0446452931543195,-5.92797296343317e-4,0
11,-0.0380308440955233,-0.00259668410429237,0
11.25,-0.0313415489239581,-0.00443632414486306,0
11.5,-0.0246145072023261,-0.0061309800961693,0
11.75,-0.0178823764346578,-0.00769796029601988,0
12,-0.0111738993622357,-0.00915283602011829,0
12.25,-0.00451436285833928,-0.0105096315583069,0
12.5,0.00207400176027939,-0.011780990904958,0
12.75,0.00857166874128445,-0.0129783242878587,0
13,0.0149611149206557,-0.0141118286080553,0
13.25,0.0212240877574832,-0.0151899262313258,0
13.5,0.0273433034480082,-0.0162198963353219,0
13.75,0.0333036219405294,-0.0172083436914328,0
14,0.0390918207139546,-0.0181612665825304,0
14.25,0.0446963882889229,-0.0190841155400681,0
14.5,0.0501073412348934,-0.0199818457468814,0
14.75,0.0553160617494797,-0.0208589638690695,0
15,0.0603151532843658,-0.0217195699766677,0
15.25,0.0650983120334789,-0.0225673951288812,0
15.5,0.0696602828281847,-0.0234058251262614,0
15.75,0.0740002082726132,-0.0242374411864086,0
16,0.0781227083015601,-0.0250638811453765,0
16.25,0.0820327219760593,-0.0258865843448919,0
16.5,0.0857350783655058,-0.0267068643823185,0
16.75,0.0892344961344342,-0.0275259199781011,0
17,0.0925355836528698,-0.0283448448157539,0
17.25,0.0956428395438085,-0.0291646364612208,0
17.5,0.0985606535989323,-0.0299862044655859,0
