age,Mspline,Sspline,Lspline
3,-0.0569425651152553,0.14945589347473,0
3.25,-0.0542627734181131,0.13859377775371,0
3.5,-0.05174670348174,0.128543839931395,0
3.75,-0.0493937719666455,0.119199603833592,0
4,-0.0472176130536237,0.11047653809301,0
4.25,-0.0452841068409668,0.102312293485199,0
4.5,-0.0436467061205725,0.0946547758175889,0
4.75,-0.0423340310430618,0.0874593848697671,0
5,-0.041350200039151,0.0806900616364632,0
5.25,-0.040690619607334,0.0743150060469682,0
5.5,-0.0403463543131668,0.0683054171464224,0
5.75,-0.0402870427096236,0.0626353078244173,0
6,-0.04046539698545,0.0572812043527522,0
6.25,-0.0408411803957875,0.052221749816753,0
6.5,-0.0413809213601191,0.0474374782081712,0
6.75,-0.0420550958571493,0.0429105630333928,0
7,-0.0428353525440102,0.0386245783267811,0
7.25,-0.0436975185469741,0.0345644796343518,0
7.5,-0.0446213960768347,0.030716481067115,0
7.75,-0.0455900687926238,0.027067926268562,0
8,-0.0465805450296717,0.023607020958988,0
8.25,-0.0475416281200047,0.0203223636725078,0
8.5,-0.04842371400491,0.017203370847175,0
8.75,-0.0491858939262908,0.0142403271111644,0
9,-0.0497945298743119,0.0114242945288434,0
9.25,-0.0502220797737696,0.00874703358794893,0
9.5,-0.0504446750705636,0.00620083730633825,0
9.75,-0.0504340672469894,0.00377798758210135,0
10,-0.0501637988688035,0.00147115737293824,0
10.25,-0.0496122905270049,-7.26393729659769e-4,0
10.5,-0.0487621199570061,-0.00282087827709221,0
10.75,-0.0475994054102138,-0.00481803313278961,0
11,-0.0461132833779629,-0.00672316544169149,0
11.25,-0.0442958475537996,-0.00854119421987498,0
11.5,-0.0421523993739328,-0.0102767131280022,0
11.75,-0.0397009466493046,-0.0119340220157262,0
12,-0.0369589278145632,-0.0135171226841551,0
12.25,-0.0339425788365251,-0.015029743344614,0
12.5,-0.0306670354937086,-0.0164753621774572,0
12.75,-0.027146425262961,-0.0178572284512457,0
13,-0.0233939500395941,-0.0191783814959234,0
13.25,-0.0194219607526875,-0.0204416677841133,0
13.5,-0.0152430343799494,-0.0216497535042679,0
13.75,-0.010885127393939,-0.0228050960919131,0
14,-0.00638663807229811,-0.0239099708673867,0
14.25,-0.00178270140796677,-0.0249665211178294,0
14.5,0.00289487066941341,-0.0259767687888393,0
14.75,0.0076172711733804,-0.0269426231737837,0
15,0.0123584134847139,-0.0278658888475869,0
15.25,0.0170946763880657,-0.0287482729290756,0
15.5,0.0218046752947689,-0.0295913917315,0
15.75,0.026469056667926,-0.0303967768667426,0
16,0.0310703130393559,-0.0311658808536142,0
16.25,0.0355926041619803,-0.031900012777716,0
16.5,0.0400215625052542,-0.0326000910491597,0
16.75,0.0443442029747008,-0.0332669079179118,0
17,0.0485488179371707,-0.0339012355871029,0
17.25,0.0526248653853845,-0.0345038265028066,0
17.5,0.0565628675623611,-0.0350754136653635,0
17.75,0.0603543189721432,-0.0356167109734506,0
18,0.063991602822659,-0.036128413596189,0
18.25,0.0674679150517861,-0.0366111983641011,0
18.5,0.0707771951836698,-0.0370657241771841,0
18.75,0.0739140633423236,-0.0374926324220159,0
19,0.0768737628250395,-0.0378925473986427,0
19.25,0.0796521183964813,-0.0382660766256542,0
19.5,0.0822483453380833,-0.0386137789427135,0
19.75,0.0846685405279253,-0.0389361249359148,0
20,0.0869194730982699,-0.0392335671819182,0
20.25,0.0890075953201066,-0.0395065514502604,0
20.5,0.09093906068337,-0.0397555165370347,0
20.75,0.0927197407525817,-0.0399808941349395,0
21,0.0943552408964976,-0.0401831087425064,0
21.25,0.0958509149757507,-0.0403625775990213,0
21.5,0.0972118790700911,-0.0405197106470376,0
21.75,0.0984430243183532,-0.0406549105201326,0
22,0.0995490289353036,-0.0407685725468585,0
22.25,0.100534369468789,-0.0408610847749213,0
22.5,0.101403331351987,-0.0409328280112753,0
22.75,0.10216001880096,-0.0409841758715648,0
23,0.102808364103115,-0.0410154948463699,0
23.25,0.103352413526672,-0.0410271678270426,0
23.5,0.103797587272391,-0.041019700118847,0
23.75,0.104149579670182,-0.0409936258054278,0
24,0.104413804551987,-0.0409494602924563,0
24.25,0.104595409988828,-0.0408877010769979,0
24.5,0.104699292707938,-0.0408088285242239,0
24.75,0.104730111619311,-0.0407133066060368,0
25,0.104692300514193,-0.0406015836000244,0
25.25,0.104590079993201,-0.0404740927517373,0
25.5,0.104427468677425,-0.0403312529041084,0
25.75,0.104208293751164,-0.0401734690954922,0
26,0.103936200880828,-0.0400011331265318,0
26.25,0.103614663552394,-0.0398146240999298,0
26.5,0.103246991865426,-0.0396143089328664,0
26.75,0.102836340820138,-0.0394005428460487,0
27,0.1023857181289,-0.0391736698259704,0
27.25,0.101897991585387,-0.0389340230689319,0
27.5,0.101375896017492,-0.0386819254014923,0
27.75,0.100822019948318,-0.0384176913010941,0
28,0.100238459337087,-0.0381416559498411,0
28.25,0.0996268865252041,-0.0378541704689961,0
28.5,0.0989888907356811,-0.0375555750164034,0
28.75,0.0983259935314518,-0.0372461982887486,0
29,0.0976396519528624,-0.0369263579865362,0
29.25,0.0969312614885443,-0.0365963612569797,0
29.5,0.0962021588911171,-0.0362565051148707,0
29.75,0.0954536248478863,-0.0359070768458374,0
30,0.0946868865135908,-0.0355483543888004,0
30.25,0.0939031199141134,-0.0351806067012004,0
30.5,0.0931034522280445,-0.0348040941064907,0
30.75,0.092288963954104,-0.0344190686277115,0
31,0.0914606909696669,-0.0340257743043046,0
31.25,0.090619626486939,-0.0336244474941214,0
31.5,0.0897667229133816,-0.0332153171641125,0
31.75,0.0889028936201548,-0.0327986051654725,0
32,0.088029014625068,-0.0323745264985453,0
32.25,0.0871459261940437,-0.0319432895654752,0
32.5,0.0862544343654825,-0.0315050964116619,0
32.75,0.0853553124018003,-0.0310601429563644,0
33,0.0844493021725921,-0.0306086192149511,0
33.25,0.0835370893049916,-0.0301507103102352,0
33.5,0.0826188504250798,-0.0296866105536011,0
33.75,0.0816943362648495,-0.0292165211364543,0
34,0.0807632969031147,-0.0287406373513355,0
34.25,0.0798254961039522,-0.0282591483648762,0
34.5,0.0788807106951861,-0.0277722374425065,0
34.75,0.0779287299746123,-0.0272800821571813,0
35,0.076969355147142,-0.0267828545964963,0
35.25,0.0760023987868461,-0.0262807215559715,0
35.5,0.0750276843252546,-0.0257738447263773,0
35.75,0.0740450455638122,-0.0252623808737937,0
36,0.0730543262092489,-0.0247464820119738,0
36.25,0.072055379429985,-0.0242262955665342,0
36.5,0.0710480674338676,-0.0237019645337846,0
36.75,0.0700322610653465,-0.0231736276335706,0
37,0.0690078394206886,-0.0226414194542568,0
37.25,0.0679746894818205,-0.0221054705948949,0
37.5,0.0669327057651277,-0.0215659077964934,0
37.75,0.0658817899886959,-0.0210228540758728,0
